filename	ontology_term
G96166_5x_RF3_01_32440.mzXML	turkey
G96166_5x_RF3_01_32440.mzXML	poultry
G96166_5x_RF3_01_32440.mzXML	animal
G96203_5x_BE5_01_32510.mzXML	turkey
G96203_5x_BE5_01_32510.mzXML	poultry
G96203_5x_BE5_01_32510.mzXML	animal
G96204_5x_BF7_01_32530.mzXML	turkey
G96204_5x_BF7_01_32530.mzXML	poultry
G96204_5x_BF7_01_32530.mzXML	animal
G96205_5x_RH7_01_32485.mzXML	turkey
G96205_5x_RH7_01_32485.mzXML	poultry
G96205_5x_RH7_01_32485.mzXML	animal
G96206_5x_BG6_01_32547.mzXML	turkey
G96206_5x_BG6_01_32547.mzXML	poultry
G96206_5x_BG6_01_32547.mzXML	animal
G96207_5x_BE7_01_32514.mzXML	turkey
G96207_5x_BE7_01_32514.mzXML	poultry
G96207_5x_BE7_01_32514.mzXML	animal
G96208_5x_BH4_01_32560.mzXML	turkey
G96208_5x_BH4_01_32560.mzXML	poultry
G96208_5x_BH4_01_32560.mzXML	animal
G96209_5x_BE3_01_32506.mzXML	turkey
G96209_5x_BE3_01_32506.mzXML	poultry
G96209_5x_BE3_01_32506.mzXML	animal
G96210_5x_BF5_01_32522.mzXML	turkey
G96210_5x_BF5_01_32522.mzXML	poultry
G96210_5x_BF5_01_32522.mzXML	animal
G96211_5x_BG2_01_32535.mzXML	turkey
G96211_5x_BG2_01_32535.mzXML	poultry
G96211_5x_BG2_01_32535.mzXML	animal
G96212_5x_BG4_01_32543.mzXML	turkey
G96212_5x_BG4_01_32543.mzXML	poultry
G96212_5x_BG4_01_32543.mzXML	animal
G96213_5x_BH2_01_32556.mzXML	turkey
G96213_5x_BH2_01_32556.mzXML	poultry
G96213_5x_BH2_01_32556.mzXML	animal
G96214_5x_BF6_01_32526.mzXML	turkey
G96214_5x_BF6_01_32526.mzXML	poultry
G96214_5x_BF6_01_32526.mzXML	animal
G96227_5x_BG8_01_32552.mzXML	turkey
G96227_5x_BG8_01_32552.mzXML	poultry
G96227_5x_BG8_01_32552.mzXML	animal
G96228_5x_RD3_01_32391.mzXML	turkey
G96228_5x_RD3_01_32391.mzXML	poultry
G96228_5x_RD3_01_32391.mzXML	animal
G96229_5x_RE7_01_32428.mzXML	turkey
G96229_5x_RE7_01_32428.mzXML	poultry
G96229_5x_RE7_01_32428.mzXML	animal
G96230_5x_RH10_01_32501.mzXML	turkey
G96230_5x_RH10_01_32501.mzXML	poultry
G96230_5x_RH10_01_32501.mzXML	animal
G96231_5x_RC5_01_32367.mzXML	turkey
G96231_5x_RC5_01_32367.mzXML	poultry
G96231_5x_RC5_01_32367.mzXML	animal
G96232_5x_RB8_01_32347.mzXML	turkey
G96232_5x_RB8_01_32347.mzXML	poultry
G96232_5x_RB8_01_32347.mzXML	animal
G96233_5x_BE8_01_32518.mzXML	turkey
G96233_5x_BE8_01_32518.mzXML	poultry
G96233_5x_BE8_01_32518.mzXML	animal
G96234_5x_RD2_01_32387.mzXML	turkey
G96234_5x_RD2_01_32387.mzXML	poultry
G96234_5x_RD2_01_32387.mzXML	animal
G96235_5x_RC9_01_32375.mzXML	turkey
G96235_5x_RC9_01_32375.mzXML	poultry
G96235_5x_RC9_01_32375.mzXML	animal
G96236_5x_RH4_01_32481.mzXML	turkey
G96236_5x_RH4_01_32481.mzXML	poultry
G96236_5x_RH4_01_32481.mzXML	animal
G96237_5x_RC8_01_32371.mzXML	turkey
G96237_5x_RC8_01_32371.mzXML	poultry
G96237_5x_RC8_01_32371.mzXML	animal
G96238_5x_RA6_01_32319.mzXML	turkey
G96238_5x_RA6_01_32319.mzXML	poultry
G96238_5x_RA6_01_32319.mzXML	animal
G96251_5x_RE5_01_32420.mzXML	turkey
G96251_5x_RE5_01_32420.mzXML	poultry
G96251_5x_RE5_01_32420.mzXML	animal
G96252_5x_RG7_01_32469.mzXML	turkey
G96252_5x_RG7_01_32469.mzXML	poultry
G96252_5x_RG7_01_32469.mzXML	animal
G96253_5x_RG2_01_32465.mzXML	turkey
G96253_5x_RG2_01_32465.mzXML	poultry
G96253_5x_RG2_01_32465.mzXML	animal
G96254_5x_RD7_01_32403.mzXML	turkey
G96254_5x_RD7_01_32403.mzXML	poultry
G96254_5x_RD7_01_32403.mzXML	animal
G96255_5x_BH7_01_32564.mzXML	turkey
G96255_5x_BH7_01_32564.mzXML	poultry
G96255_5x_BH7_01_32564.mzXML	animal
G96256_5x_BG3_01_32539.mzXML	turkey
G96256_5x_BG3_01_32539.mzXML	poultry
G96256_5x_BG3_01_32539.mzXML	animal
G96257_5x_RB5_01_32339.mzXML	turkey
G96257_5x_RB5_01_32339.mzXML	poultry
G96257_5x_RB5_01_32339.mzXML	animal
G96258_5x_RH9_01_32497.mzXML	turkey
G96258_5x_RH9_01_32497.mzXML	poultry
G96258_5x_RH9_01_32497.mzXML	animal
G96259_5x_RB3_01_32331.mzXML	turkey
G96259_5x_RB3_01_32331.mzXML	poultry
G96259_5x_RB3_01_32331.mzXML	animal
G96260_5x_RG12_01_32473.mzXML	turkey
G96260_5x_RG12_01_32473.mzXML	poultry
G96260_5x_RG12_01_32473.mzXML	animal
G96261_5x_RH3_01_32477.mzXML	turkey
G96261_5x_RH3_01_32477.mzXML	poultry
G96261_5x_RH3_01_32477.mzXML	animal
G96262_5x_RF10_01_32452.mzXML	turkey
G96262_5x_RF10_01_32452.mzXML	poultry
G96262_5x_RF10_01_32452.mzXML	animal
G96356_5x_RB9_01_32351.mzXML	turkey
G96356_5x_RB9_01_32351.mzXML	poultry
G96356_5x_RB9_01_32351.mzXML	animal
G96357_5x_rerun_RF12_01_32489.mzXML	turkey
G96357_5x_rerun_RF12_01_32489.mzXML	poultry
G96357_5x_rerun_RF12_01_32489.mzXML	animal
G96358_5x_RB10_01_32355.mzXML	turkey
G96358_5x_RB10_01_32355.mzXML	poultry
G96358_5x_RB10_01_32355.mzXML	animal
G96359_5x_RB4_01_32335.mzXML	turkey
G96359_5x_RB4_01_32335.mzXML	poultry
G96359_5x_RB4_01_32335.mzXML	animal
G96360_5x_RE10_01_32432.mzXML	turkey
G96360_5x_RE10_01_32432.mzXML	poultry
G96360_5x_RE10_01_32432.mzXML	animal
G96361_5x_RA11_01_32327.mzXML	turkey
G96361_5x_RA11_01_32327.mzXML	poultry
G96361_5x_RA11_01_32327.mzXML	animal
G96365_5x_RF11_01_32456.mzXML	turkey
G96365_5x_RF11_01_32456.mzXML	poultry
G96365_5x_RF11_01_32456.mzXML	animal
G96366_5x_RE6_01_32424.mzXML	turkey
G96366_5x_RE6_01_32424.mzXML	poultry
G96366_5x_RE6_01_32424.mzXML	animal
G96367_5x_RF4_01_32444.mzXML	turkey
G96367_5x_RF4_01_32444.mzXML	poultry
G96367_5x_RF4_01_32444.mzXML	animal
G96368_5x_RC3_01_32363.mzXML	turkey
G96368_5x_RC3_01_32363.mzXML	poultry
G96368_5x_RC3_01_32363.mzXML	animal
G96369_5x_RA10_01_32323.mzXML	turkey
G96369_5x_RA10_01_32323.mzXML	poultry
G96369_5x_RA10_01_32323.mzXML	animal
G96370_5x_RC12_01_32383.mzXML	turkey
G96370_5x_RC12_01_32383.mzXML	poultry
G96370_5x_RC12_01_32383.mzXML	animal
G96371_5x_RD4_01_32395.mzXML	turkey
G96371_5x_RD4_01_32395.mzXML	poultry
G96371_5x_RD4_01_32395.mzXML	animal
G96372_5x_RD11_01_32411.mzXML	turkey
G96372_5x_RD11_01_32411.mzXML	poultry
G96372_5x_RD11_01_32411.mzXML	animal
G96373_5x_RC11_01_32379.mzXML	turkey
G96373_5x_RC11_01_32379.mzXML	poultry
G96373_5x_RC11_01_32379.mzXML	animal
G96374_5x_RD8_01_32407.mzXML	turkey
G96374_5x_RD8_01_32407.mzXML	poultry
G96374_5x_RD8_01_32407.mzXML	animal
G96375_5x_RF9_01_32448.mzXML	turkey
G96375_5x_RF9_01_32448.mzXML	poultry
G96375_5x_RF9_01_32448.mzXML	animal
G96376_5x_RF2_01_32436.mzXML	turkey
G96376_5x_RF2_01_32436.mzXML	poultry
G96376_5x_RF2_01_32436.mzXML	animal
Fish_3_1x_GD3_01_20498.mzXML	mackerel, skin
Fish_3_1x_GD3_01_20498.mzXML	mackerel
Fish_3_1x_GD3_01_20498.mzXML	fish_saltwater
Fish_3_1x_GD3_01_20498.mzXML	seafood
Fish_3_1x_GD3_01_20498.mzXML	animal
G72763_BF9_01_19027.mzXML	duck
G72763_BF9_01_19027.mzXML	waterfowl
G72763_BF9_01_19027.mzXML	poultry
G72763_BF9_01_19027.mzXML	animal
G75239_BE10_01_19012.mzXML	duck
G75239_BE10_01_19012.mzXML	waterfowl
G75239_BE10_01_19012.mzXML	poultry
G75239_BE10_01_19012.mzXML	animal
G83318_5x_RH10_01_21519.mzXML	duck
G83318_5x_RH10_01_21519.mzXML	waterfowl
G83318_5x_RH10_01_21519.mzXML	poultry
G83318_5x_RH10_01_21519.mzXML	animal
G72827_1x_RF1_01_18566.mzXML	beer
G72827_1x_RF1_01_18566.mzXML	grain_fermented
G72827_1x_RF1_01_18566.mzXML	grain/grass
G72827_1x_RF1_01_18566.mzXML	fruit
G72827_1x_RF1_01_18566.mzXML	plant
G72832_1x_RB2_01_18511.mzXML	beer
G72832_1x_RB2_01_18511.mzXML	grain_fermented
G72832_1x_RB2_01_18511.mzXML	grain/grass
G72832_1x_RB2_01_18511.mzXML	fruit
G72832_1x_RB2_01_18511.mzXML	plant
G73985_1x_10ul_RC5_01_18610.mzXML	beer
G73985_1x_10ul_RC5_01_18610.mzXML	grain_fermented
G73985_1x_10ul_RC5_01_18610.mzXML	grain/grass
G73985_1x_10ul_RC5_01_18610.mzXML	fruit
G73985_1x_10ul_RC5_01_18610.mzXML	plant
G74041_1x_RE4_01_18555.mzXML	beer
G74041_1x_RE4_01_18555.mzXML	grain_fermented
G74041_1x_RE4_01_18555.mzXML	grain/grass
G74041_1x_RE4_01_18555.mzXML	fruit
G74041_1x_RE4_01_18555.mzXML	plant
G74042_1x_10ul_RC3_01_18608.mzXML	beer
G74042_1x_10ul_RC3_01_18608.mzXML	grain_fermented
G74042_1x_10ul_RC3_01_18608.mzXML	grain/grass
G74042_1x_10ul_RC3_01_18608.mzXML	fruit
G74042_1x_10ul_RC3_01_18608.mzXML	plant
G74050_1x_RG3_01_18581.mzXML	beer
G74050_1x_RG3_01_18581.mzXML	grain_fermented
G74050_1x_RG3_01_18581.mzXML	grain/grass
G74050_1x_RG3_01_18581.mzXML	fruit
G74050_1x_RG3_01_18581.mzXML	plant
G74121_1x_RF9_01_18574.mzXML	beer
G74121_1x_RF9_01_18574.mzXML	grain_fermented
G74121_1x_RF9_01_18574.mzXML	grain/grass
G74121_1x_RF9_01_18574.mzXML	fruit
G74121_1x_RF9_01_18574.mzXML	plant
G75765_1x_RH7_01_18599.mzXML	beer
G75765_1x_RH7_01_18599.mzXML	grain_fermented
G75765_1x_RH7_01_18599.mzXML	grain/grass
G75765_1x_RH7_01_18599.mzXML	fruit
G75765_1x_RH7_01_18599.mzXML	plant
G79318_5x_rerun_BA11_01_19416.mzXML	trout, fins
G79318_5x_rerun_BA11_01_19416.mzXML	trout
G79318_5x_rerun_BA11_01_19416.mzXML	fish_freshwater
G79318_5x_rerun_BA11_01_19416.mzXML	seafood
G79318_5x_rerun_BA11_01_19416.mzXML	animal
G79324_5x_BF3_01_19329.mzXML	trout, fins
G79324_5x_BF3_01_19329.mzXML	trout
G79324_5x_BF3_01_19329.mzXML	fish_freshwater
G79324_5x_BF3_01_19329.mzXML	seafood
G79324_5x_BF3_01_19329.mzXML	animal
G79558_1x_BE12_01_18016.mzXML	trout, fins
G79558_1x_BE12_01_18016.mzXML	trout
G79558_1x_BE12_01_18016.mzXML	fish_freshwater
G79558_1x_BE12_01_18016.mzXML	seafood
G79558_1x_BE12_01_18016.mzXML	animal
G79566_rerun_BH3_01_18777.mzXML	trout, fins
G79566_rerun_BH3_01_18777.mzXML	trout
G79566_rerun_BH3_01_18777.mzXML	fish_freshwater
G79566_rerun_BH3_01_18777.mzXML	seafood
G79566_rerun_BH3_01_18777.mzXML	animal
G73713_BC4_01_18941.mzXML	salmon
G73713_BC4_01_18941.mzXML	fish_freshwater
G73713_BC4_01_18941.mzXML	seafood
G73713_BC4_01_18941.mzXML	animal
G75256_rerun_BC10_01_19078.mzXML	salmon
G75256_rerun_BC10_01_19078.mzXML	fish_freshwater
G75256_rerun_BC10_01_19078.mzXML	seafood
G75256_rerun_BC10_01_19078.mzXML	animal
G75684_BC5_01_18670.mzXML	salmon
G75684_BC5_01_18670.mzXML	fish_freshwater
G75684_BC5_01_18670.mzXML	seafood
G75684_BC5_01_18670.mzXML	animal
G79183_BF11_01_18736.mzXML	salmon
G79183_BF11_01_18736.mzXML	fish_freshwater
G79183_BF11_01_18736.mzXML	seafood
G79183_BF11_01_18736.mzXML	animal
G83311_5x_RD9_01_21439.mzXML	salmon
G83311_5x_RD9_01_21439.mzXML	fish_freshwater
G83311_5x_RD9_01_21439.mzXML	seafood
G83311_5x_RD9_01_21439.mzXML	animal
G87524_1x_rerun_BE3_01_26606.mzXML	salmon
G87524_1x_rerun_BE3_01_26606.mzXML	fish_freshwater
G87524_1x_rerun_BE3_01_26606.mzXML	seafood
G87524_1x_rerun_BE3_01_26606.mzXML	animal
G87525_1x_rerun_BH3_01_26650.mzXML	salmon
G87525_1x_rerun_BH3_01_26650.mzXML	fish_freshwater
G87525_1x_rerun_BH3_01_26650.mzXML	seafood
G87525_1x_rerun_BH3_01_26650.mzXML	animal
72475_1x_BC9_01_17418.mzXML	garlic
72475_1x_BC9_01_17418.mzXML	vegetable
72475_1x_BC9_01_17418.mzXML	vegetable/herb
72475_1x_BC9_01_17418.mzXML	plant
G87522_1x_RF5_01_26311.mzXML	garlic
G87522_1x_RF5_01_26311.mzXML	vegetable
G87522_1x_RF5_01_26311.mzXML	vegetable/herb
G87522_1x_RF5_01_26311.mzXML	plant
G87556_1x_RE8_01_26300.mzXML	garlic
G87556_1x_RE8_01_26300.mzXML	vegetable
G87556_1x_RE8_01_26300.mzXML	vegetable/herb
G87556_1x_RE8_01_26300.mzXML	plant
RD6_RD6_01_49098.mzXML	garlic
RD6_RD6_01_49098.mzXML	vegetable
RD6_RD6_01_49098.mzXML	vegetable/herb
RD6_RD6_01_49098.mzXML	plant
72666_1x_BC5_01_17414.mzXML	apricot
72666_1x_BC5_01_17414.mzXML	drupe
72666_1x_BC5_01_17414.mzXML	fleshy fruit
72666_1x_BC5_01_17414.mzXML	fruit
72666_1x_BC5_01_17414.mzXML	plant
G73458_2x_RH10_01_19429.mzXML	apricot
G73458_2x_RH10_01_19429.mzXML	drupe
G73458_2x_RH10_01_19429.mzXML	fleshy fruit
G73458_2x_RH10_01_19429.mzXML	fruit
G73458_2x_RH10_01_19429.mzXML	plant
G79511_1x_RE8_01_20325.mzXML	apricot
G79511_1x_RE8_01_20325.mzXML	drupe
G79511_1x_RE8_01_20325.mzXML	fleshy fruit
G79511_1x_RE8_01_20325.mzXML	fruit
G79511_1x_RE8_01_20325.mzXML	plant
G87429_1x_rerun_BB12_01_26147.mzXML	apricot
G87429_1x_rerun_BB12_01_26147.mzXML	drupe
G87429_1x_rerun_BB12_01_26147.mzXML	fleshy fruit
G87429_1x_rerun_BB12_01_26147.mzXML	fruit
G87429_1x_rerun_BB12_01_26147.mzXML	plant
G79479_BB2_01_18651.mzXML	horse, fat
G79479_BB2_01_18651.mzXML	horse
G79479_BB2_01_18651.mzXML	meat
G79479_BB2_01_18651.mzXML	animal
G72839_1x_RH2_01_18594.mzXML	sugarcane
G72839_1x_RH2_01_18594.mzXML	vegetable/herb
G72839_1x_RH2_01_18594.mzXML	plant
G74083_1x_RA8_01_18506.mzXML	sugarcane
G74083_1x_RA8_01_18506.mzXML	vegetable/herb
G74083_1x_RA8_01_18506.mzXML	plant
G86758_1x_BD2_01_23166.mzXML	sugarcane
G86758_1x_BD2_01_23166.mzXML	vegetable/herb
G86758_1x_BD2_01_23166.mzXML	plant
G86759_1x_BC12_01_23159.mzXML	sugarcane
G86759_1x_BC12_01_23159.mzXML	vegetable/herb
G86759_1x_BC12_01_23159.mzXML	plant
G73700_BF8_01_18732.mzXML	meat_undetermined
G73700_BF8_01_18732.mzXML	meat
G73700_BF8_01_18732.mzXML	animal
G73701_BC8_01_18674.mzXML	meat_undetermined
G73701_BC8_01_18674.mzXML	meat
G73701_BC8_01_18674.mzXML	animal
G87380_RA4_01_26069.mzXML	cinnamon
G87380_RA4_01_26069.mzXML	herb/spice
G87380_RA4_01_26069.mzXML	vegetable/herb
G87380_RA4_01_26069.mzXML	plant
G87344_rerun_RF12_01_26209.mzXML	lamb
G87344_rerun_RF12_01_26209.mzXML	meat
G87344_rerun_RF12_01_26209.mzXML	animal
18NAVY30_v1_lun_3_BH8_01_39719.mzXML	corn
18NAVY30_v1_lun_3_BH8_01_39719.mzXML	grain/grass
18NAVY30_v1_lun_3_BH8_01_39719.mzXML	fruit
18NAVY30_v1_lun_3_BH8_01_39719.mzXML	plant
18NAVY30_v2_lun_6_GD7_01_39636.mzXML	corn
18NAVY30_v2_lun_6_GD7_01_39636.mzXML	grain/grass
18NAVY30_v2_lun_6_GD7_01_39636.mzXML	fruit
18NAVY30_v2_lun_6_GD7_01_39636.mzXML	plant
75084_1x_BD3_01_17475.mzXML	corn
75084_1x_BD3_01_17475.mzXML	grain/grass
75084_1x_BD3_01_17475.mzXML	fruit
75084_1x_BD3_01_17475.mzXML	plant
75157_1x_BF6_01_17480.mzXML	corn
75157_1x_BF6_01_17480.mzXML	grain/grass
75157_1x_BF6_01_17480.mzXML	fruit
75157_1x_BF6_01_17480.mzXML	plant
G72732_10x_BE11_01_17846.mzXML	corn
G72732_10x_BE11_01_17846.mzXML	grain/grass
G72732_10x_BE11_01_17846.mzXML	fruit
G72732_10x_BE11_01_17846.mzXML	plant
G72812_2x_RE8_01_19171.mzXML	corn
G72812_2x_RE8_01_19171.mzXML	grain/grass
G72812_2x_RE8_01_19171.mzXML	fruit
G72812_2x_RE8_01_19171.mzXML	plant
G73717_RH8_01_17780.mzXML	corn
G73717_RH8_01_17780.mzXML	grain/grass
G73717_RH8_01_17780.mzXML	fruit
G73717_RH8_01_17780.mzXML	plant
G73940_1x_BE12_01_17316.mzXML	corn
G73940_1x_BE12_01_17316.mzXML	grain/grass
G73940_1x_BE12_01_17316.mzXML	fruit
G73940_1x_BE12_01_17316.mzXML	plant
G75112_10x_BF8_01_23441.mzXML	corn
G75112_10x_BF8_01_23441.mzXML	grain/grass
G75112_10x_BF8_01_23441.mzXML	fruit
G75112_10x_BF8_01_23441.mzXML	plant
G75142_rerun_5ul_RA6_01_17640.mzXML	corn
G75142_rerun_5ul_RA6_01_17640.mzXML	grain/grass
G75142_rerun_5ul_RA6_01_17640.mzXML	fruit
G75142_rerun_5ul_RA6_01_17640.mzXML	plant
G75689_1x_RA6_01_18790.mzXML	corn
G75689_1x_RA6_01_18790.mzXML	grain/grass
G75689_1x_RA6_01_18790.mzXML	fruit
G75689_1x_RA6_01_18790.mzXML	plant
G78830_RH12_01_17795.mzXML	corn
G78830_RH12_01_17795.mzXML	grain/grass
G78830_RH12_01_17795.mzXML	fruit
G78830_RH12_01_17795.mzXML	plant
G79268_5x_BB3_01_19952.mzXML	corn
G79268_5x_BB3_01_19952.mzXML	grain/grass
G79268_5x_BB3_01_19952.mzXML	fruit
G79268_5x_BB3_01_19952.mzXML	plant
G79271_5x_BC2_01_19970.mzXML	corn
G79271_5x_BC2_01_19970.mzXML	grain/grass
G79271_5x_BC2_01_19970.mzXML	fruit
G79271_5x_BC2_01_19970.mzXML	plant
G79272_5x_BF2_01_20019.mzXML	corn
G79272_5x_BF2_01_20019.mzXML	grain/grass
G79272_5x_BF2_01_20019.mzXML	fruit
G79272_5x_BF2_01_20019.mzXML	plant
G83213_5x_RD8_01_21464.mzXML	corn
G83213_5x_RD8_01_21464.mzXML	grain/grass
G83213_5x_RD8_01_21464.mzXML	fruit
G83213_5x_RD8_01_21464.mzXML	plant
G86834_1x_BA10_01_23125.mzXML	corn
G86834_1x_BA10_01_23125.mzXML	grain/grass
G86834_1x_BA10_01_23125.mzXML	fruit
G86834_1x_BA10_01_23125.mzXML	plant
G87403_RE4_01_26162.mzXML	corn
G87403_RE4_01_26162.mzXML	grain/grass
G87403_RE4_01_26162.mzXML	fruit
G87403_RE4_01_26162.mzXML	plant
75218_1x_BG8_01_20774.mzXML	vegetable/herb
75218_1x_BG8_01_20774.mzXML	plant
G74095_1x_10ul_RC4_01_19803.mzXML	vegetable/herb
G74095_1x_10ul_RC4_01_19803.mzXML	plant
G75818_5x_4ul_BG2_01_19742.mzXML	vegetable/herb
G75818_5x_4ul_BG2_01_19742.mzXML	plant
G83460_10x_RH11_01_23239.mzXML	vegetable/herb
G83460_10x_RH11_01_23239.mzXML	plant
G86687_10x_RE4_01_23184.mzXML	vegetable/herb
G86687_10x_RE4_01_23184.mzXML	plant
G87452_1x_rerun_BB9_01_26144.mzXML	vegetable/herb
G87452_1x_rerun_BB9_01_26144.mzXML	plant
Amazon_8_2x_RA8_01_21604.mzXML	insect
Amazon_8_2x_RA8_01_21604.mzXML	animal
G72764_BH8_01_19056.mzXML	trout
G72764_BH8_01_19056.mzXML	fish_freshwater
G72764_BH8_01_19056.mzXML	seafood
G72764_BH8_01_19056.mzXML	animal
G73636_1x_RB7_01_23274.mzXML	beef
G73636_1x_RB7_01_23274.mzXML	cow
G73636_1x_RB7_01_23274.mzXML	meat
G73636_1x_RB7_01_23274.mzXML	animal
G75583_rerun_BG6_01_18773.mzXML	beef
G75583_rerun_BG6_01_18773.mzXML	cow
G75583_rerun_BG6_01_18773.mzXML	meat
G75583_rerun_BG6_01_18773.mzXML	animal
G75698_rerun_BH7_01_18779.mzXML	beef
G75698_rerun_BH7_01_18779.mzXML	cow
G75698_rerun_BH7_01_18779.mzXML	meat
G75698_rerun_BH7_01_18779.mzXML	animal
G75699_rerun_2_BD7_01_18710.mzXML	beef
G75699_rerun_2_BD7_01_18710.mzXML	cow
G75699_rerun_2_BD7_01_18710.mzXML	meat
G75699_rerun_2_BD7_01_18710.mzXML	animal
G78935_BC10_01_18676.mzXML	beef
G78935_BC10_01_18676.mzXML	cow
G78935_BC10_01_18676.mzXML	meat
G78935_BC10_01_18676.mzXML	animal
G78989_BG11_01_18751.mzXML	beef
G78989_BG11_01_18751.mzXML	cow
G78989_BG11_01_18751.mzXML	meat
G78989_BG11_01_18751.mzXML	animal
G79178_BC11_01_18677.mzXML	beef
G79178_BC11_01_18677.mzXML	cow
G79178_BC11_01_18677.mzXML	meat
G79178_BC11_01_18677.mzXML	animal
G79225_p19_h12_GD7_01_21682.mzXML	beef
G79225_p19_h12_GD7_01_21682.mzXML	cow
G79225_p19_h12_GD7_01_21682.mzXML	meat
G79225_p19_h12_GD7_01_21682.mzXML	animal
G79346_5x_rerun_BB7_01_19392.mzXML	beef
G79346_5x_rerun_BB7_01_19392.mzXML	cow
G79346_5x_rerun_BB7_01_19392.mzXML	meat
G79346_5x_rerun_BB7_01_19392.mzXML	animal
G79351_5x_BD8_01_19302.mzXML	beef
G79351_5x_BD8_01_19302.mzXML	cow
G79351_5x_BD8_01_19302.mzXML	meat
G79351_5x_BD8_01_19302.mzXML	animal
G87391_RF5_01_26178.mzXML	beef
G87391_RF5_01_26178.mzXML	cow
G87391_RF5_01_26178.mzXML	meat
G87391_RF5_01_26178.mzXML	animal
G96158_5x_RG3_01_32704.mzXML	beef
G96158_5x_RG3_01_32704.mzXML	cow
G96158_5x_RG3_01_32704.mzXML	meat
G96158_5x_RG3_01_32704.mzXML	animal
G96159_5x_RA3_01_32574.mzXML	beef
G96159_5x_RA3_01_32574.mzXML	cow
G96159_5x_RA3_01_32574.mzXML	meat
G96159_5x_RA3_01_32574.mzXML	animal
G96160_5x_RA2_01_32570.mzXML	beef
G96160_5x_RA2_01_32570.mzXML	cow
G96160_5x_RA2_01_32570.mzXML	meat
G96160_5x_RA2_01_32570.mzXML	animal
G96161_5x_RD10_01_32652.mzXML	beef
G96161_5x_RD10_01_32652.mzXML	cow
G96161_5x_RD10_01_32652.mzXML	meat
G96161_5x_RD10_01_32652.mzXML	animal
G96162_5x_RG8_01_32720.mzXML	beef
G96162_5x_RG8_01_32720.mzXML	cow
G96162_5x_RG8_01_32720.mzXML	meat
G96162_5x_RG8_01_32720.mzXML	animal
G96163_5x_RH2_01_32737.mzXML	beef
G96163_5x_RH2_01_32737.mzXML	cow
G96163_5x_RH2_01_32737.mzXML	meat
G96163_5x_RH2_01_32737.mzXML	animal
G96215_5x_BE4_01_32779.mzXML	beef
G96215_5x_BE4_01_32779.mzXML	cow
G96215_5x_BE4_01_32779.mzXML	meat
G96215_5x_BE4_01_32779.mzXML	animal
G96216_5x_BF2_01_32788.mzXML	beef
G96216_5x_BF2_01_32788.mzXML	cow
G96216_5x_BF2_01_32788.mzXML	meat
G96216_5x_BF2_01_32788.mzXML	animal
G96217_5x_BF8_01_32800.mzXML	beef
G96217_5x_BF8_01_32800.mzXML	cow
G96217_5x_BF8_01_32800.mzXML	meat
G96217_5x_BF8_01_32800.mzXML	animal
G96218_5x_BE2_01_32775.mzXML	beef
G96218_5x_BE2_01_32775.mzXML	cow
G96218_5x_BE2_01_32775.mzXML	meat
G96218_5x_BE2_01_32775.mzXML	animal
G96219_5x_BD5_01_32758.mzXML	beef
G96219_5x_BD5_01_32758.mzXML	cow
G96219_5x_BD5_01_32758.mzXML	meat
G96219_5x_BD5_01_32758.mzXML	animal
G96220_5x_BD7_01_32766.mzXML	beef
G96220_5x_BD7_01_32766.mzXML	cow
G96220_5x_BD7_01_32766.mzXML	meat
G96220_5x_BD7_01_32766.mzXML	animal
G96221_5x_BH8_01_32826.mzXML	beef
G96221_5x_BH8_01_32826.mzXML	cow
G96221_5x_BH8_01_32826.mzXML	meat
G96221_5x_BH8_01_32826.mzXML	animal
G96222_5x_BD6_01_32762.mzXML	beef
G96222_5x_BD6_01_32762.mzXML	cow
G96222_5x_BD6_01_32762.mzXML	meat
G96222_5x_BD6_01_32762.mzXML	animal
G96223_5x_RB12_01_32615.mzXML	beef
G96223_5x_RB12_01_32615.mzXML	cow
G96223_5x_RB12_01_32615.mzXML	meat
G96223_5x_RB12_01_32615.mzXML	animal
G96224_5x_BH6_01_32822.mzXML	beef
G96224_5x_BH6_01_32822.mzXML	cow
G96224_5x_BH6_01_32822.mzXML	meat
G96224_5x_BH6_01_32822.mzXML	animal
G96225_5x_BH3_01_32814.mzXML	beef
G96225_5x_BH3_01_32814.mzXML	cow
G96225_5x_BH3_01_32814.mzXML	meat
G96225_5x_BH3_01_32814.mzXML	animal
G96226_5x_BF4_01_32796.mzXML	beef
G96226_5x_BF4_01_32796.mzXML	cow
G96226_5x_BF4_01_32796.mzXML	meat
G96226_5x_BF4_01_32796.mzXML	animal
G96239_5x_RE12_01_32682.mzXML	beef
G96239_5x_RE12_01_32682.mzXML	cow
G96239_5x_RE12_01_32682.mzXML	meat
G96239_5x_RE12_01_32682.mzXML	animal
G96241_5x_RD12_01_32657.mzXML	beef
G96241_5x_RD12_01_32657.mzXML	cow
G96241_5x_RD12_01_32657.mzXML	meat
G96241_5x_RD12_01_32657.mzXML	animal
G96242_5x_RA7_01_32586.mzXML	beef
G96242_5x_RA7_01_32586.mzXML	cow
G96242_5x_RA7_01_32586.mzXML	meat
G96242_5x_RA7_01_32586.mzXML	animal
G96243_5x_RF8_01_32699.mzXML	beef
G96243_5x_RF8_01_32699.mzXML	cow
G96243_5x_RF8_01_32699.mzXML	meat
G96243_5x_RF8_01_32699.mzXML	animal
G96244_5x_RA4_01_32578.mzXML	beef
