filename	ontology_terminal_leaf	sample_name	description	Main.food.description	simple_complex	sample_type	sample_type_aquatic_land	sample_type_group1	sample_type_group2	sample_type_group3	sample_type_group4	sample_type_group5	sample_type_group6	sample_type_groupB1	sample_type_groupB2	sample_type_groupB3	sample_type_common	type_of_cuisine_ethnicity	common_meal_type	vegan	organic	gluten_free	gmo	homemade_homegrown	processed_method	processed_method_jps	fermented	contains_live_active_cultures	contains_live_active_cultures_specific	raw_processed	raw_pasteurized	botanical_genus	botanical_genus_species	botanical_anatomy	botanical_family	plant_color	collection_timestamp	best_by	elevation	geo_loc_name	location_sampled	latitude	longitude	origin_country	origin_state	grocerystore_restaurant_etc	Vendor_store	source_categorical	distributor_brand	ingredients_1	ingredients_2	ingredients_3	ingredients_4	ingredients_5	ingredients_6	ingredients_7	empo_1	empo_2	empo_3	additives	additives_specific	Food_coloring	Food_coloring_specific	sugar_added	sugar_refined	superfood	animal_product_substitute	animal_source	animal_source_specific	caffeinated	cheese_sample_type	cheese_part	cheese_texture	contains_chocolate	flesh_only_or_with_peel	solid_liquid	texture	tea_quality	tea_type	brand_roast_unique	project	washed_not	washed_specific	known_contamination	touch_animal_product	upc	FoodCode	ndb_number	ndb_description	packaging	packaging_specific	participant_notes	purchase_notes
G75867_1x_10ul_RG11_01_19906.mzXML	plant	11442.G75867	ice tea (probably)	Tea_NS_as_to_type_presweetened_NS_as_to_sweetener	complex	beverage	land	plant	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	iced tea	ice tea	not applicable	beverage	yes	not collected	not collected	not collected	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not provided	2017	not provided	193	USA:CA:San Diego	not provided	32.842	-117.258	not collected	not collected	not collected	not provided	store	not provided	not collected	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	not provided	not provided	not collected	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	yes	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not provided	92301130	not provided	not provided	not collected	not collected	none	ID based on archive tube
G75868_1x_10ul_RH11_01_19924.mzXML	plant	11442.G75868	sweetened green tea (probably)	Tea_leaf_presweetened_NS_as_to_sweetener	complex	beverage	land	plant	complex	complex	complex	complex	complex	non-alcoholic	non-carbonated	iced green tea	ice tea	not applicable	beverage	yes	not collected	not collected	not collected	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not provided	2017	not provided	193	USA:CA:San Diego	not provided	32.842	-117.258	not collected	not collected	not collected	not provided	not provided	not provided	not collected	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	not provided	not provided	not collected	not applicable	yes	yes	not applicable	no	not applicable	not applicable	yes	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not provided	92302400	not provided	not provided	not collected	not collected	none	ID based on archive tube
G78803_5x_rerun_10ul_BA9_01_19655.mzXML	egg_chicken	11442.G78803	egg white	Egg_white_only_raw	simple	food	land	animal	animal	egg	egg_poultry	egg_chicken	egg_chicken	not applicable	not applicable	not applicable	egg	not applicable	not applicable	no	yes	yes	no	no	fried	high heat	no	no	not applicable	processed	pasteurized	not applicable	not applicable	not applicable	not applicable	not applicable	4/19/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	not collected	not collected	store	Vons	store	Vital Farms	egg	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	chicken	egg	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	31108010	1124	Egg, white, raw, fresh	paper / cardboard	not collected	animal product; cooked	none
G78804_1x_BF7_01_19543.mzXML	grain/grass	11442.G78804	bread	Bread_NS_as_to_major_flour	complex	food	land	plant	fruit	grain/grass	complex	complex	complex	not applicable	not applicable	not applicable	bread	not applicable	baked good	yes	no	no	no	no	baked	high heat	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/19/17 8:11	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	not collected	not collected	store	not collected	store	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	not collected	not collected	no	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	51000100	not collected	not collected	not collected	not collected	none	none
G78805_BB12_01_18935.mzXML	egg_chicken	11442.G78805	cinnamon egg	Egg_omelet_or_scrambled_egg_made_with_butter	complex	food	land	animal	animal	egg	egg_poultry	egg_chicken	egg_chicken	not applicable	not applicable	not applicable	egg	not applicable	not applicable	no	yes	yes	no	yes	fried	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/7/17 21:36	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	home kitchen	homemade	store	unbranded	egg	cinnamon	soy milk	not collected	not collected	not collected	not collected	host-associated	animal	animal-corpus	no	not applicable	no	not applicable	no	no	not applicable	no	chicken	egg	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	32130020	not applicable	not applicable	none	not applicable	cooked;canola oil, whole egg, cinnamon, silk soy milk	none
G78807_1x_RG2_01_20346.mzXML	chocolate mint	11442.G78807	Garden mint (chocolate)	Mint	simple	food	land	plant	vegetable/herb	vegetable/herb	herb/spice	mint	chocolate mint	not applicable	not applicable	not applicable	herb	not applicable	not applicable	yes	yes	yes	not collected	yes	not applicable	not applicable	no	no	not applicable	raw	not applicable	mentha	mentha sp.	leaf	Lamiaceae	not collected	4/30/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home:92122	32.842	-117.258	USA	CA	garden	homegrown	self	homegrown	Garden mint (chocolate)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	not applicable	72141000	not provided	not provided	none	not applicable	none	none
G78811_p12_g12_rerun_GC8_01_21708.mzXML	bay leaf	11442.G78811	Garden Bay leaf (from start)	Bay_leaf	simple	food	land	plant	vegetable/herb	vegetable/herb	herb/spice	bay leaf	bay leaf	not applicable	not applicable	not applicable	herb	not applicable	not applicable	yes	yes	yes	no	yes	not applicable	not applicable	no	no	not applicable	raw	not applicable	Laurus	Laurus sp.	leaf	Lauraceae	green	5/1/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home:92122	32.842	-117.258	USA	CA	garden	homegrown	self	homegrown	bay leaf	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	not applicable	72158000	2004	Spices, bay leaf	none	not applicable	none	none
G78819_rerun_BC12_01_19079.mzXML	complex	11442.G78819	Mini M&M	MMs_Peanut_Chocolate_Candies	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	candy	American	chocolate candy	no	no	not collected	not collected	no	processed	processed	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	4/30/17 0:00	not collected	193	USA:CA:San Diego	San Diego:home:92122	32.842	-117.258	not collected	not collected	store	not collected	store	M&M's	milk chocolate (sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, artificial flavors)	sugar	cornstarch	corn syrup	dextrin	coloring (includes yellow 5 lake, red 40 lake, blue 1 lake, yellow 6 lake, blue 2 lake, yellow 5, red 40, blue 1, yellow 6, blue 2)	dextrin	host-associated	not applicable	not applicable	not collected	not collected	yes	includes yellow 5 lake, red 40 lake, blue 1 lake, yellow 6 lake, blue 2 lake, yellow 5, red 40, blue 1, yellow 6, blue 2	yes	sugar, lactose, dextrin	not applicable	no	cow	milk	yes	not applicable	not applicable	not applicable	yes	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	40000032373	91731010	not provided	not provided	plastic	plastic bag	none	none
G78820_BD12_01_19000.mzXML	complex	11442.G78820	home made stuffed peppers (cumin, salt, pepper, creamcheese, chedar cheese, mozerella cheese, bacon, jalipino peppers) 	Stuffed_green_pepper_Puerto_Rican_style_Pimiento_relleno_	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	cheese and meat stuffed pepper	not collected	stuffed pepper	no	not collected	not collected	not collected	yes	baked	high heat	yes	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/30/17 0:00	not collected	193	USA:CA:San Diego	San Diego:home:92122	32.842	-117.258	not collected	not collected	home kitchen	homemade	store	homemade	cumin	salt	pepper	cream cheese	cheddar cheese	jalepeno peppers	not collected	host-associated	animal	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not applicable	no	cow	mixed	no	not collected	not collected	not collected	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	27319010	not provided	not provided	not collected	not collected	none	none
G78824_2x_RC4_01_19128.mzXML	apple	11442.G78824	apple sauce	Applesauce_stewed_apples_unsweetened	complex	food	land	plant	fruit	fleshy fruit	pome	apple	apple	not applicable	not applicable	not applicable	apple sauce	not applicable	snack	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	Malus	Malus sp.	fruit	Rosaceae	not applicable	4/21/17 18:31	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	USA	not applicable	restaurant	Island Burger	restaurant	TreeTop	apples	water	concentrated apple juice	ascorbic acid	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	4.00E+11	63101120	not collected	not collected	plastic	plastic cup	none	part of kids meal at Island Burgers
G78825_2x_RA3_01_19097.mzXML	plant	11442.G78825	french fry	White_potato_french_fries_NS_as_to_from_fresh_or_frozen	complex	food	land	plant	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	french fry	not applicable	fried food	not collected	no	yes	no	no	fried	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/21/17 18:33	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	not collected	not collected	restaurant	not collected	restaurant	not collected	potato	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	71401000	36014	Restaurant, family style, french fries	none	not applicable	none	none
G78826_5x_BC2_01_18285.mzXML	cheese	11442.G78826	grilled cheese- cheese only	Cheese_NFS	complex	food	land	animal	animal	dairy	cheese	cheese	cheese	not applicable	not applicable	not applicable	grilled cheese	not collected	grilled cheese	no	no	not collected	not collected	no	fermented	fermented	yes	no	not collected	processed	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	4/21/17 18:35	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	not collected	not collected	restaurant	Island Burger	restaurant	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	animal	animal-secretion	not collected	not collected	not collected	not applicable	not collected	not collected	not applicable	no	cow	milk	no	cheddar	curd	not collected	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	14010000	1009	Cheese, cheddar	none	not applicable	none	none
G78827_2x_RF4_01_19181.mzXML	potato	11442.G78827	Trader Joe's hashbrowns	White_potato_hash_brown_from_frozen	complex	food	land	plant	vegetable/herb	vegetable/herb	vegetable	potato	potato	not applicable	not applicable	not applicable	potato	not applicable	hashbrown	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2017-04.22	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	not collected	not collected	store	Trader Joe's	store	Trader Joe's	potatoes	vegetable oil	salt	dextrose	citric acid	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	dextrose	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	71405020	31021	Potatoes, hash brown, refrigerated, unprepared	not collected	not collected	42848	none
G78828_1x_BB8_01_20145.mzXML	herb/spice	11442.G78828	red curry paste	curry_paste	complex	food	land	plant	vegetable/herb	vegetable/herb	herb/spice	complex	complex	not applicable	not applicable	not applicable	paste	not applicable	paste	not collected	not collected	not collected	no	no	processed	processed	no	no	not applicable	processed	not applicable	not collected	not collected	not collected	not collected	not applicable	2017	not applicable	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	not collected	store	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	not collected	not applicable	not collected	not collected	not applicable	not collected	not collected	not collected	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	not collected	not applicable	91407170	not provided	not provided	not collected	not collected	none	none
G78829_1x_RE12_01_18865.mzXML	coconut	11442.G78829	coconut milk fat	Coconut_milk_liquid_expressed_from_grated_coconut_meat_water_added_	simple	food	land	plant	fruit	fleshy fruit	drupe	coconut	coconut	not applicable	not applicable	not applicable	coconut milk fat	Thai	not applicable	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	Cocos	Cocos nucifera	fruit	Arecaceae	not collected	4/23/17 17:20	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	not collected	store	not collected	coconut milk fat	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable 	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not applicable	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	42401010	not collected	coconut milk fat	not collected	not applicable	thai	none
G78830_RH12_01_17795.mzXML	corn	11442.G78830	baby corn	Corn_raw	simple	food	land	plant	fruit	grain/grass	grain/grass	corn	corn	not applicable	not applicable	not applicable	grain	not applicable	not applicable	yes	no	yes	not collected	no	canned	no heat	no	no	not applicable	processed	not applicable	Zea	Zea mays	fruit	Poaceae	not collected	4/23/17 17:21	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	not collected	not collected	store	not collected	store	not collected	corn	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	75109600	11167	Corn, sweet, yellow, raw	can	not applicable	frozen at 10am	none
G78831_5x_BG8_01_20043.mzXML	brown rice	11442.G78831	brown rice	Rice_brown_cooked_fat_not_added_in_cooking	simple	food	land	plant	fruit	grain/grass	grain/grass	rice	brown rice	not applicable	not applicable	not applicable	grain	not applicable	not applicable	yes	yes	yes	no	no	microwaved	high heat	no	no	not applicable	processed	not applicable	oryza	oryza sp.	seed	Poaceae	not collected	2017	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	not collected	not collected	store	Trader Joe's 	store	Trader Joe's	cooked organic brown rice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not collected	not collected	no	no	530361	56205018	45340900	TRADER JOE'S, LONG GRAIN BROWN RICE, UPC: 00774093	not collected	not applicable	none	none
G78833_1x_RF12_01_18879.mzXML	plant	11442.G78833	collard greens	Collards_cooked_from_fresh_fat_not_added_in_cooking	complex	food	land	plant	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	greens	not applicable	not applicable	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	green	4/23/17 12:30	not collected	193	USA:CA:San Diego	SD earth faire	32.842	-117.258	not collected	not collected	food truck	Earth Day Festival	restaurant	not collected	collard greens*	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	not collected	not collected	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not applicable	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	72107211	11161	Collards, raw	none	not applicable	Ghanaian	none
G78835_1x_RC12_01_18824.mzXML	plantain	11442.G78835	plantain	Ripe_plantain_raw	simple	food	land	plant	fruit	fleshy fruit	berry	plantain	plantain	not applicable	not applicable	not applicable	plantain	not collected	fresh fruit	yes	not collected	no	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	musa	musa sp.	fruit	Musaceae	not collected	4/23/17 12:30	not collected	193	USA:CA:San Diego	SD earth faire	32.842	-117.258	not collected	not collected	food truck	SD earth faire	restaurant	not collected	plantain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	flesh	solid	not collected	not applicable	not applicable	not entered	y	not collected	not collected	no	no	not collected	71905000	not collected	not collected	not collected	not collected	Ghanaian	none
G78836_5x_BD4_01_19989.mzXML	bean	11442.G78836	bean	Beans_dry_cooked_NS_as_to_type_and_as_to_fat_added_in_cooking	simple	food	land	plant	fruit	legume	legume	bean	bean	not applicable	not applicable	not applicable	bean	not applicable	not applicable	yes	not collected	yes	no	no	not collected	not collected	no	no	not applicable	processed	not collected	phaseolus	phaseolus sp.	seed	Fabaceae	not collected	4/23/17 12:30	not collected	193	USA:CA:San Diego	San Diego	32.842	-117.258	not collected	not collected	food truck	SD earth faire	restaurant	not collected	bean	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	41101000	not provided	not provided	not collected	not collected	none	none
G78837_RG12_01_17634.mzXML	rice	11442.G78837	rice	Rice_cooked_NFS	complex	food	land	plant	fruit	grain/grass	grain/grass	rice	rice	not applicable	not applicable	not applicable	grain	not applicable	not applicable	yes	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	oryza	oryza sp.	seed	Poaceae	not collected	4/23/17	not applicable	193	USA:CA:San Diego	SD earth faire	32.842	-117.258	not collected	not collected	food truck	Earth Day Festival	restaurant	not collected	rice	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	56205000	20052	Rice, white, short-grain, enriched, uncooked	none	not applicable	none	none
G78839_BF12_01_19030.mzXML	red lentil	11442.G78839	Red lentil curry	Lentils_dry_cooked_NS_as_to_fat_added_in_cooking	complex	food	land	plant	fruit	legume	legume	lentil	red lentil	not applicable	not applicable	not applicable	curry	not applicable	curry	yes	no	no	no	yes	cooked	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/1/17	not applicable	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	USA	CA	home kitchen	homemade	store	homemade	lentils	curry	tomato	pepper	cumin seeds	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	41304980	not provided	not provided	none	not applicable	42855.875; excess food sample hard to distinguish if the food was fully submerged in ethanol	none
G78840_5x_BE12_01_18323.mzXML	cheese	11442.G78840	Boursin cheese	Cheese_cow_soft_not_bloomy	complex	food	land	animal	animal	dairy	cheese	cheese	cheese	not applicable	not applicable	not applicable	spreading cheese	French	spread	no	no	yes	no	no	fermented	fermented	yes	yes	cheese cultures	processed	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	4/30/17 17:40	7/6/17 0:00	193	USA:CA:San Diego	San Diego	32.842	-117.258	USA	not collected	store	not collected	store	Boursin	pasteurized cultured milk and cream	garlic	salt	white pepper	parsley	chives	not applicable	host-associated	animal	animal-secretion	natural	herbs	no	not applicable	no	no	not applicable	no	cow	milk	no	gournay	curd	soft	no	not applicable	solid	soft	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	79813060600	14011100	45005550	BOURSIN, GOURMET SPREADABLE CHEESE, GARLIC & HERB	aluminum / foil	not applicable	none	none
G78842_BE12_01_19014.mzXML	complex	11442.G78842	Cereals	Whole_wheat_cereal_cooked_NS_as_to_fat_added_in_cooking	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	cereal	not applicable	breakfast cereal	no	yes	no	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/1/17	not provided	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	USA	WA	store	Vons	store	Cascadian farm	whole grain oats	cane sugar	sunflower oil	rice	dark chocolate chips	almonds	cocoa powder;molasses;sea salt;vitamin E;dark chocolate chips: cane sugar;chocolate liquor;cocoa butter;vanilla	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	yes	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	21908407722	56207190	45139738	CASCADIAN FARM, ORGANIC GRANOLA, DARK CHOCOLATE ALMOND, UPC: 021908407722	plastic	not collected	42855.75	none
G78843_BG12_01_19045.mzXML	complex	11442.G78843	yellow gummy bear	Gumdrops	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	candy	not provided	candy	no	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	4/28/17 11:59	2/17/18 0:00	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	not collected	store	Black Forrest	corn syrup	sugar	modified corn starch	gelatin	citric acid	apple juice from concentrate	sodium citrate;natural and artificial flavors;coconut oil;colors (black carrot juice, beta-carotene,spiruline extract, turmeric);carnauba wax	not applicable	not applicable	not applicable	natural;artificial	not collected	natural	not provided	yes	yes	not applicable	no	mixed	mixed	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	40129200615	91745010	45136499	GUMMY BEARS	plastic	plastic bag	none	none
G78844_2x_RD3_01_19141.mzXML	complex	11442.G78844	Red gummy bear	Gumdrops	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	candy	not provided	candy	no	no	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/28/17 11:59	2/17/18 0:00	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	not collected	store	Black Forrest	corn syrup	sugar	modified corn starch	gelatin	citric acid	apple juice from concentrate	sodium citrate;natural and artificial flavors;coconut oil;colors (black carrot juice, beta-carotene,spiruline extract, turmeric);carnauba wax	not applicable	not applicable	not applicable	natural;artificial	not collected	natural	not provided	yes	yes	not applicable	no	mixed	mixed	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	40129200615	91745010	45136499	GUMMY BEARS	plastic	plastic bag	none	none
G78860_1x_10ul_rerun_RE12_01_19929.mzXML	plant	11442.G78860	organic ketchup	Tomato_catsup	complex	food	land	plant	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	ketchup	not applicable	condiment	yes	yes	no	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	4/20/17 0:00	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	Trader Joe's	store	Trader Joe's	organic tomato puree	organic sugar	organic white vinegar	salt	organic onion powder	organic spices	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	yes	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	558600	74401010	45049140	ORGANIC KETCHUP	plastic	plastic	none	none
G78861_1x_10ul_RF12_01_19889.mzXML	canola oil	11442.G78861	canola oil	Rapeseed_oil	simple	food	land	plant	fruit	grain/grass	grain/grass	canola	canola oil	not applicable	not applicable	not applicable	oil	not applicable	dressing	yes	not collected	not collected	not collected	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2017	not applicable	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not collected	not collected	store	Trader Joe's	store	Trader Joe's	canola oil	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	not collected	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	liquid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	not collected	not applicable	82105500	not provided	not provided	not collected	not collected	none	none
G78862_RD2_01_17571.mzXML	red lentil	11442.G78862	red lentils	Lentils_dry_cooked_NS_as_to_fat_added_in_cooking	simple	food	land	plant	fruit	legume	legume	lentil	red lentil	not applicable	not applicable	not applicable	lentil	not applicable	not applicable	yes	yes	yes	no	no	boiled	high heat	no	no	not applicable	processed	not applicable	lens	lens culinaris	seed	Fabaceae	not applicable	8/31/17 21:20	not collected	193	USA:CA:San Diego	La Jolla:home	32.842	-117.258	not collected 	not collected 	store	Whole Foods Market	store	Whole Foods	red lentils	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	41304980	16070	Lentils, mature seeds, cooked, boiled, without salt	none	not applicable	no	none
